id;code;name;segment;id_cities
594;BF-11005;Barry Franz;Home Office;46
595;JM-16195;Justin MacKendrick;Consumer;2
596;MZ-17335;Maria Zettner;Home Office;71
597;MW-18220;Mitch Webber;Consumer;21
598;MV-17485;Mark Van Huff;Consumer;82
599;SM-20320;Sean Miller;Home Office;54
600;TP-21415;Tom Prescott;Consumer;5
601;JK-15625;Jim Karlsson;Consumer;5
602;PJ-18835;Patrick Jones;Corporate;88
603;RS-19420;Ricardo Sperren;Corporate;5
604;SV-20935;Susan Vittorini;Consumer;21
605;BC-11125;Becky Castell;Home Office;98
606;EM-13825;Elizabeth Moffitt;Corporate;299
607;BM-11575;Brendan Murry;Corporate;21
608;KN-16705;Kristina Nunn;Home Office;300
609;KW-16570;Kelly Williams;Consumer;301
610;SC-20260;Scott Cohen;Corporate;9
611;CV-12295;Christina VanderZanden;Consumer;202
612;SG-20605;Speros Goranitis;Consumer;21
613;TM-21010;Tamara Manning;Consumer;9
614;EM-13810;Eleni McCrary;Corporate;2
615;ML-18040;Michelle Lonsdale;Corporate;306
616;CR-12580;Clay Rozendal;Home Office;309
617;AZ-10750;Annie Zypern;Consumer;21
618;PW-19240;Pierre Wener;Consumer;104
619;SC-20380;Shahid Collister;Consumer;5
620;CM-11935;Carlos Meador;Consumer;116
621;GM-14695;Greg Maxwell;Corporate;2
622;TB-21250;Tim Brockman;Consumer;21
623;JM-15865;John Murray;Consumer;313
624;SC-20575;Sonia Cooley;Consumer;314
625;LS-17200;Luke Schmidt;Corporate;243
626;RR-19315;Ralph Ritter;Consumer;9
627;DB-12910;Daniel Byrd;Home Office;68
628;TT-21220;Thomas Thornton;Consumer;13
629;LO-17170;Lori Olson;Corporate;315
630;KD-16615;Ken Dana;Corporate;49
631;NB-18580;Nicole Brennan;Corporate;11
632;BD-11635;Brian Derr;Consumer;257
633;CM-12235;Chris McAfee;Consumer;239
634;EN-13780;Edward Nazzal;Consumer;21
635;KN-16450;Kean Nguyen;Corporate;109
636;BO-11350;Bill Overfelt;Corporate;2
637;AG-10300;Aleksandra Gannaway;Corporate;2
638;MC-17635;Matthew Clasen;Corporate;286
639;TA-21385;Tom Ashbrook;Home Office;21
640;JF-15295;Jason Fortune-;Consumer;5
641;TT-21265;Tim Taslimi;Corporate;2
642;SB-20170;Sarah Bern;Consumer;21
643;CL-12700;Craig Leslie;Home Office;25
644;HG-15025;Hunter Glantz;Consumer;113
645;NL-18310;Nancy Lomonaco;Home Office;2
646;RR-19525;Rick Reed;Corporate;91
647;TC-21295;Toby Carlisle;Consumer;71
648;SV-20785;Stewart Visinsky;Consumer;207
649;BE-11410;Bobby Elias;Consumer;153
650;SC-20680;Steve Carroll;Home Office;39
651;DF-13135;David Flashing;Consumer;133
652;FH-14350;Fred Harton;Consumer;5
653;MS-17530;MaryBeth Skach;Consumer;71
654;RH-19555;Ritsa Hightower;Consumer;316
655;GA-14515;George Ashbrook;Consumer;9
656;JP-16135;Julie Prescott;Home Office;39
657;Dp-13240;Dean percer;Home Office;209
658;MO-17950;Michael Oakman;Consumer;62
659;DL-13330;Denise Leinenbach;Consumer;325
660;MH-18025;Michelle Huthwaite;Consumer;5
661;DR-12940;Daniel Raglin;Home Office;48
662;DM-13015;Darrin Martin;Consumer;185
663;CA-11965;Carol Adams;Corporate;326
664;AC-10660;Anna Chung;Consumer;115
665;DM-13345;Denise Monton;Corporate;186
666;VF-21715;Vicky Freymann;Home Office;39
667;CC-12370;Christopher Conant;Consumer;116
668;BF-11275;Beth Fritzler;Corporate;94
669;HG-14845;Harry Greene;Consumer;336
670;BP-11155;Becky Pak;Consumer;39
671;EM-14140;Eugene Moren;Home Office;221
672;MA-17995;Michelle Arnett;Home Office;233
673;AY-10555;Andy Yotov;Corporate;148
674;GB-14575;Giulietta Baptist;Consumer;11
675;JB-16045;Julia Barnett;Home Office;39
676;MG-17875;Michael Grace;Home Office;21
677;SR-20425;Sharelle Roach;Home Office;104
678;JB-16000;Joy Bell-;Consumer;181
679;DM-12955;Dario Medina;Corporate;292
680;TC-21475;Tony Chapman;Home Office;39
681;SW-20350;Sean Wendt;Home Office;67
682;RE-19450;Richard Eichhorn;Consumer;62
683;BF-11215;Benjamin Farhat;Home Office;306
684;KB-16405;Katrina Bavinger;Home Office;340
685;JG-15310;Jason Gross;Corporate;206
686;EC-14050;Erin Creighton;Consumer;21
687;EB-14110;Eugene Barchas;Consumer;11
688;JP-15460;Jennifer Patt;Corporate;148
689;CS-11845;Cari Sayre;Corporate;5
690;GH-14410;Gary Hansen;Home Office;221
691;PT-19090;Pete Takahito;Consumer;13
692;JL-15130;Jack Lebron;Consumer;13
693;AH-10030;Aaron Hawkins;Corporate;11
694;CC-12475;Cindy Chapman;Consumer;21
695;DW-13195;David Wiener;Corporate;13
696;SJ-20215;Sarah Jordon;Consumer;56
697;BG-11740;Bruce Geld;Consumer;11
698;LB-16795;Laurel Beltran;Home Office;337
699;CM-11815;Candace McMahon;Corporate;46
700;EH-14185;Evan Henry;Consumer;28
701;TS-21505;Tony Sayre;Consumer;30
702;PR-18880;Patrick Ryan;Consumer;183
703;LC-17050;Liz Carlisle;Consumer;134
704;CS-12490;Cindy Schnelling;Corporate;361
705;DH-13075;Dave Hallsten;Corporate;103
706;JO-15145;Jack O'Briant;Corporate;11
707;AH-10690;Anna HÑberlin;Corporate;21
708;HJ-14875;Heather Jas;Home Office;109
709;MH-17455;Mark Hamilton;Consumer;109
710;RD-19930;Russell D'Ascenzo;Consumer;90
711;SC-20020;Sam Craven;Consumer;244
712;SU-20665;Stephanie Ulpright;Home Office;26
713;FC-14335;Fred Chung;Corporate;280
714;RB-19330;Randy Bradley;Consumer;11
715;NC-18535;Nick Crebassa;Corporate;62
716;DB-12970;Darren Budd;Corporate;2
717;MF-17665;Maureen Fritzler;Corporate;168
718;RM-19750;Roland Murray;Consumer;21
719;VM-21835;Vivian Mathis;Consumer;47
720;EJ-13720;Ed Jacobs;Consumer;71
721;NC-18415;Nathan Cano;Consumer;109
722;LS-17230;Lycoris Saunders;Consumer;19
723;KE-16420;Katrina Edelman;Corporate;40
724;DH-13675;Duane Huffman;Home Office;95
725;PF-19120;Peter Fuller;Consumer;24
726;VT-21700;Valerie Takahito;Home Office;11
727;MG-17695;Maureen Gnade;Consumer;199
728;SP-20920;Susan Pistek;Consumer;2
729;CS-12175;Charles Sheldon;Corporate;30
730;DK-12895;Dana Kaydos;Consumer;250
731;KM-16660;Khloe Miller;Consumer;186
732;AA-10645;Anna Andreadi;Consumer;143
733;DD-13570;Dorothy Dickinson;Consumer;13
734;AH-10465;Amy Hunt;Consumer;21
735;TP-21565;Tracy Poddar;Corporate;35
736;EK-13795;Eileen Kiefer;Home Office;158
737;CR-12820;Cyra Reiten;Home Office;21
738;SG-20890;Susan Gilcrest;Corporate;393
739;AH-10585;Angele Hood;Consumer;23
740;NF-18475;Neil Franzîsisch;Home Office;180
741;BS-11365;Bill Shonely;Corporate;21
742;SH-20635;Stefanie Holloman;Corporate;26
743;RD-19720;Roger Demir;Consumer;400
744;AG-10330;Alex Grayson;Consumer;281
745;GR-14560;Georgia Rosenberg;Corporate;9
746;VS-21820;Vivek Sundaresam;Consumer;2
747;TM-21490;Tony Molinari;Consumer;269
748;TS-21430;Tom Stivers;Corporate;2
749;DB-13360;Dennis Bolton;Home Office;21
750;NR-18550;Nick Radford;Consumer;35
751;CS-11860;Cari Schnelling;Consumer;109
752;MF-18250;Monica Federle;Corporate;2
753;LW-17125;Liz Willingham;Consumer;166
754;AR-10345;Alex Russell;Corporate;105
755;KS-16300;Karen Seio;Corporate;428
756;AB-10015;Aaron Bergman;Consumer;5
757;LR-17035;Lisa Ryan;Corporate;11
758;SS-20410;Shahid Shariari;Consumer;2
759;JM-15580;Jill Matthias;Consumer;54
760;JK-15325;Jason Klamczynski;Corporate;62
761;DM-13525;Don Miller;Corporate;13
762;ML-18265;Muhammed Lee;Consumer;5
763;MH-17290;Marc Harrigan;Home Office;2
764;FC-14245;Frank Carlisle;Home Office;81
765;TH-21115;Thea Hudgings;Corporate;11
766;JK-16090;Juliana Krohn;Consumer;156
767;SB-20185;Sarah Brown;Consumer;4
768;BG-11035;Barry Gonzalez;Consumer;54
769;BW-11065;Barry Weirich;Consumer;254
770;MG-18205;Mitch Gastineau;Corporate;109
771;DO-13645;Doug O'Connell;Consumer;2
772;BP-11050;Barry Pond;Corporate;396
773;TS-21655;Trudy Schmidt;Consumer;159
774;EM-14200;Evan Minnotte;Home Office;174
775;AO-10810;Anthony O'Donnell;Corporate;2
776;MH-17440;Mark Haberlin;Corporate;21
777;SS-20515;Shirley Schmidt;Home Office;104
778;LD-16855;Lela Donovan;Corporate;23
779;VP-21760;Victoria Pisteka;Corporate;9
780;TC-21145;Theresa Coyne;Corporate;81
781;IM-15055;Ionia McGrath;Consumer;44
782;AR-10570;Anemone Ratner;Consumer;39
783;CM-12715;Craig Molinari;Corporate;115
784;FW-14395;Fred Wasserman;Corporate;115
785;LC-16960;Lindsay Castell;Home Office;82
786;HE-14800;Harold Engle;Corporate;23
787;BD-11560;Brendan Dodson;Home Office;202
788;HD-14785;Harold Dahlen;Home Office;11
789;CJ-11875;Carl Jackson;Corporate;11
790;RS-19870;Roy Skaria;Home Office;141
791;SC-20845;Sung Chung;Consumer;524
792;RE-19405;Ricardo Emerson;Consumer;240
793;SM-20905;Susan MacKendrick;Consumer;47
